bairro,tipo,quartos,banheiros,vagas,area,valor_aluguel
Vila Mariana,casa,1,2,1,80.4,7978
Moema,kitnet,1,1,2,58.8,7640
Tatuapé,casa,2,2,0,24.7,5116
Vila Mariana,apto,3,2,1,42.1,5061
Tatuapé,kitnet,1,1,0,40.9,3205
Moema,kitnet,2,1,1,53.7,6394
Tatuapé,casa,2,2,2,68.4,6287
Pinheiros,apto,1,2,2,97.0,8257
Tatuapé,kitnet,2,1,1,31.4,4302
Butantã,apto,1,1,2,50.3,3711
Pinheiros,kitnet,2,1,2,42.1,5534
Vila Mariana,apto,3,2,2,34.6,7036
Itaim Bibi,casa,2,2,2,61.9,8633
Tatuapé,kitnet,1,1,1,60.0,4314
Itaim Bibi,apto,3,1,2,23.7,7316
Tatuapé,apto,1,2,0,60.4,4351
Itaim Bibi,apto,3,1,2,35.9,7792
Tatuapé,casa,3,2,2,60.2,6880
Pinheiros,casa,2,2,1,85.4,7966
Itaim Bibi,apto,1,2,0,69.3,6997
Moema,casa,3,2,1,63.6,8267
Pinheiros,kitnet,3,2,2,49.4,7313
Moema,kitnet,2,1,0,61.3,6216
Moema,apto,3,2,2,71.3,8204
Pinheiros,casa,3,2,2,69.3,8414
Butantã,apto,3,2,1,58.0,5570
Vila Mariana,casa,1,1,2,64.3,6282
Vila Mariana,kitnet,2,2,2,33.7,5769
Moema,kitnet,1,2,1,45.3,7015
Itaim Bibi,apto,1,1,2,74.2,7834
Itaim Bibi,apto,2,1,2,76.8,8780
Itaim Bibi,kitnet,1,2,0,61.9,6375
Vila Mariana,kitnet,1,2,2,89.6,7114
Butantã,apto,3,2,0,70.2,6795
Itaim Bibi,apto,2,1,1,55.3,5919
Moema,casa,2,1,2,35.6,8030
Tatuapé,casa,1,2,2,88.8,7576
Pinheiros,casa,3,1,0,75.4,7920
Itaim Bibi,kitnet,2,2,1,96.0,9424
Butantã,kitnet,2,2,0,103.3,6971
Moema,kitnet,1,1,0,34.3,5069
Tatuapé,apto,1,2,2,34.3,4041
Moema,kitnet,1,2,0,20.0,6072
Pinheiros,kitnet,1,1,2,78.4,5672
Tatuapé,casa,3,1,1,73.1,5145
Itaim Bibi,casa,2,1,0,62.0,6741
Butantã,kitnet,2,2,2,35.5,5589
Butantã,kitnet,3,1,0,58.2,4754
Moema,casa,3,1,0,63.7,7430
Butantã,apto,1,1,0,75.7,4484
Tatuapé,casa,2,1,2,65.5,4554
Tatuapé,kitnet,2,1,1,73.3,3346
Tatuapé,apto,1,2,1,57.5,3704
Butantã,kitnet,3,2,0,83.6,6818
Itaim Bibi,apto,2,1,2,72.6,8368
Pinheiros,kitnet,2,2,2,36.3,6683
Pinheiros,casa,2,2,0,87.8,7721
Moema,apto,3,1,2,84.5,8334
Tatuapé,apto,1,2,1,69.3,4207
Itaim Bibi,apto,2,2,2,65.6,8468
Moema,kitnet,3,1,0,93.2,8326
Tatuapé,casa,3,2,2,27.3,6046
Butantã,kitnet,2,1,0,84.8,5850
Moema,apto,1,2,1,50.5,7541
Moema,kitnet,3,2,0,81.9,8185
Tatuapé,kitnet,3,1,0,62.4,6226
Moema,apto,2,2,0,35.1,8082
Butantã,casa,2,1,2,50.1,5145
Butantã,kitnet,2,1,0,80.4,5812
Tatuapé,apto,1,2,2,55.8,4029
Moema,apto,1,1,1,47.6,6742
Tatuapé,kitnet,3,1,0,47.4,5826
Vila Mariana,casa,3,2,1,72.8,6990
Moema,apto,1,1,1,95.0,7919
Vila Mariana,kitnet,2,2,0,20.0,5024
Pinheiros,kitnet,3,1,1,116.0,8993
Pinheiros,apto,1,2,2,64.1,7072
Tatuapé,apto,1,1,2,71.6,5263
Pinheiros,apto,1,1,1,51.3,5227
Tatuapé,kitnet,1,2,2,59.9,5565
Moema,apto,2,2,2,63.9,8805
Moema,kitnet,2,1,0,39.0,5727
Itaim Bibi,casa,3,2,1,43.9,7915
Tatuapé,casa,3,2,2,83.7,5596
Itaim Bibi,kitnet,3,1,0,29.0,7235
Itaim Bibi,kitnet,3,1,1,68.8,9243
Pinheiros,apto,3,1,2,52.6,6872
Vila Mariana,apto,2,2,0,40.8,5530
Tatuapé,apto,3,1,2,99.4,6907
Butantã,kitnet,1,2,2,40.9,4220
Pinheiros,casa,3,2,1,37.4,6908
Pinheiros,apto,1,1,1,56.3,4860
Butantã,apto,2,1,1,44.6,4451
Butantã,casa,1,2,1,60.1,4080
Vila Mariana,kitnet,2,2,1,63.1,6865
Moema,casa,3,1,1,64.7,8132
Tatuapé,kitnet,1,2,1,57.5,4181
Vila Mariana,kitnet,2,1,2,46.0,5808
Vila Mariana,kitnet,1,1,2,72.9,5709
Moema,casa,1,1,1,57.8,7248
Tatuapé,kitnet,2,2,1,50.1,4650
Vila Mariana,kitnet,2,2,0,89.6,7396
Moema,casa,1,2,0,57.6,5863
Vila Mariana,casa,2,2,1,81.8,7607
Itaim Bibi,kitnet,3,1,0,84.5,9266
Pinheiros,casa,2,1,2,85.8,8240
Vila Mariana,apto,3,2,0,73.8,8292
Vila Mariana,kitnet,3,1,0,60.0,6534
Butantã,apto,2,2,0,58.7,6152
Butantã,kitnet,2,2,0,55.1,6353
Tatuapé,casa,3,1,1,20.0,3502
Pinheiros,casa,2,2,2,74.4,6949
Itaim Bibi,apto,2,2,2,64.9,6950
Moema,casa,1,1,0,76.5,7444
Butantã,kitnet,1,2,0,57.7,3223
Moema,apto,1,1,1,73.3,5375
Butantã,kitnet,2,1,0,32.4,3096
Itaim Bibi,kitnet,3,2,2,36.6,6608
Vila Mariana,kitnet,1,2,0,20.0,4318
Itaim Bibi,casa,1,1,1,57.3,5652
Vila Mariana,apto,1,2,1,44.5,3784
Moema,kitnet,2,2,1,41.9,6924
Vila Mariana,casa,1,2,1,66.7,5814
Itaim Bibi,casa,1,2,2,51.5,5549
Vila Mariana,kitnet,1,1,1,31.3,3769
Tatuapé,kitnet,1,2,1,110.9,6067
Tatuapé,apto,1,1,2,59.3,4192
Itaim Bibi,kitnet,3,1,2,38.3,7387
Butantã,casa,3,1,2,46.6,6642
Pinheiros,kitnet,2,1,0,56.5,7613
Butantã,casa,1,2,2,56.5,4744
Pinheiros,kitnet,1,2,2,86.0,6024
Tatuapé,kitnet,1,2,2,58.4,4665
Moema,kitnet,2,1,2,97.1,8669
Tatuapé,kitnet,2,2,1,51.4,4998
Itaim Bibi,casa,1,1,2,68.5,7644
Butantã,apto,2,1,1,80.4,7483
Moema,casa,1,1,2,83.9,6047
Butantã,casa,2,2,1,86.2,5881
Vila Mariana,kitnet,3,1,2,54.6,7970
Vila Mariana,casa,1,2,2,59.9,5479
Moema,casa,2,2,2,20.0,7232
Tatuapé,apto,2,2,0,56.1,5387
Itaim Bibi,kitnet,3,1,2,81.8,9944
Itaim Bibi,casa,2,2,0,77.9,9469
Vila Mariana,apto,2,1,2,58.3,6415
Vila Mariana,apto,3,2,0,94.0,6323
Butantã,kitnet,2,2,0,52.3,4409
Moema,apto,2,1,1,45.7,8419
Vila Mariana,casa,1,1,1,50.6,3788
Butantã,casa,2,2,2,37.6,5524
Moema,apto,1,1,1,72.4,4762
Butantã,apto,2,2,0,65.8,4292
Butantã,kitnet,1,2,1,72.2,5876
Butantã,casa,1,2,1,51.7,4580
Tatuapé,apto,2,2,1,58.8,4964
Itaim Bibi,apto,2,1,1,20.0,5449
Butantã,casa,3,2,2,67.5,5129
Vila Mariana,kitnet,1,2,2,62.0,6514
Pinheiros,kitnet,3,1,0,38.0,5813
Vila Mariana,apto,1,1,0,57.9,3620
Tatuapé,kitnet,3,1,0,54.8,5169
Tatuapé,kitnet,3,1,0,95.3,6824
Pinheiros,apto,3,1,2,38.8,6503
Tatuapé,apto,1,1,1,66.6,4492
Vila Mariana,kitnet,3,2,1,38.2,6376
Tatuapé,casa,1,1,1,48.8,3300
Tatuapé,kitnet,3,1,2,65.5,6109
Tatuapé,apto,2,1,2,55.8,5661
Moema,apto,2,2,1,59.9,8324
Moema,apto,2,1,1,66.7,7932
Itaim Bibi,apto,1,1,1,50.1,5764
Itaim Bibi,casa,3,2,2,77.7,9739
Itaim Bibi,apto,3,1,2,53.9,8489
Moema,kitnet,3,1,0,58.0,6874
Moema,casa,3,2,2,67.2,8345
Vila Mariana,kitnet,3,2,1,64.5,7680
Tatuapé,casa,3,2,2,72.9,7788
Pinheiros,apto,2,2,2,66.3,5741
Moema,casa,3,1,2,69.4,9693
Vila Mariana,apto,1,2,0,53.5,6036
Tatuapé,kitnet,3,1,0,38.6,4818
Butantã,kitnet,2,1,2,31.4,4351
Butantã,apto,2,2,0,26.6,4510
Moema,casa,2,1,0,95.3,7345
Pinheiros,casa,1,1,0,20.0,3958
Vila Mariana,apto,2,2,1,83.9,5836
Pinheiros,apto,2,1,0,43.6,4114
Itaim Bibi,kitnet,1,2,0,83.7,9278
Butantã,apto,3,1,1,20.0,4650
Tatuapé,casa,1,2,1,55.3,4622
Vila Mariana,apto,3,1,1,89.1,7448
Pinheiros,casa,1,1,2,74.3,5666
Butantã,apto,1,1,2,53.3,4252
Vila Mariana,casa,1,2,0,21.1,4207
Pinheiros,casa,1,1,2,33.6,4949
Vila Mariana,casa,1,2,0,87.8,5532
Vila Mariana,casa,3,1,1,53.0,6775
Tatuapé,apto,3,2,1,58.6,6108
Butantã,casa,2,2,2,65.7,6284
Vila Mariana,kitnet,1,2,0,33.9,5082
Itaim Bibi,casa,3,1,2,68.1,8408
Pinheiros,apto,2,2,1,51.6,6313
Pinheiros,kitnet,2,2,2,65.9,8362
Pinheiros,kitnet,3,2,2,48.4,6598
Butantã,kitnet,2,1,1,28.5,2657
Tatuapé,kitnet,2,2,0,51.5,5188
Itaim Bibi,kitnet,3,2,2,72.8,8581
Pinheiros,kitnet,2,2,1,67.9,6075
Pinheiros,casa,3,1,1,60.6,7727
Butantã,apto,3,2,1,78.0,6623
Pinheiros,casa,3,2,0,55.9,5967
Pinheiros,apto,1,1,0,61.1,6882
Tatuapé,kitnet,1,2,2,50.4,3324
Tatuapé,casa,2,2,0,79.1,5505
Vila Mariana,kitnet,2,1,1,65.8,4563
Moema,casa,3,2,2,48.9,8382
Itaim Bibi,casa,1,2,0,30.2,5294
Moema,kitnet,3,1,1,82.1,9118
Moema,casa,3,2,2,45.1,8040
Pinheiros,casa,3,1,2,61.4,8424
Moema,casa,3,1,0,107.1,8568
Itaim Bibi,kitnet,3,2,1,76.0,7597
Tatuapé,kitnet,2,2,0,92.2,6157
Butantã,apto,2,2,1,49.2,4975
Pinheiros,casa,2,2,0,81.4,5587
Pinheiros,casa,3,1,2,60.5,6472
Tatuapé,casa,1,2,0,67.3,3930
Vila Mariana,apto,2,1,2,100.4,8657
Tatuapé,kitnet,2,1,1,54.4,5299
Butantã,kitnet,2,1,2,60.4,5133
Moema,apto,2,2,0,41.9,7035
Tatuapé,apto,3,2,0,77.8,4602
Itaim Bibi,casa,1,1,1,48.8,5812
Pinheiros,apto,3,2,2,80.5,8634
Butantã,kitnet,3,2,2,27.0,5642
Vila Mariana,kitnet,3,2,2,71.0,7198
Itaim Bibi,kitnet,3,2,1,47.1,7983
Tatuapé,casa,2,1,2,74.6,5909
Pinheiros,kitnet,1,1,1,59.7,5584
Itaim Bibi,apto,2,2,2,49.3,8368
Vila Mariana,apto,1,2,2,52.3,5923
Tatuapé,apto,1,2,2,43.0,4799
Butantã,kitnet,3,1,1,76.8,7674
Butantã,casa,2,2,1,39.0,5533
Butantã,apto,2,1,1,54.7,6333
Moema,apto,3,1,2,66.9,7770
Tatuapé,casa,1,1,2,92.3,4194
Vila Mariana,apto,3,1,2,59.8,6782
Butantã,casa,2,1,2,55.1,5074
Moema,casa,2,2,2,65.5,9132
Itaim Bibi,apto,2,1,2,20.0,5496
Moema,apto,2,1,2,36.0,6618
Itaim Bibi,casa,2,1,2,52.5,7699
Vila Mariana,casa,2,2,0,45.7,5652
Itaim Bibi,apto,1,2,2,28.0,6202
Pinheiros,casa,1,2,1,77.2,6802
Pinheiros,casa,2,2,2,65.2,8019
Moema,apto,1,1,1,62.8,7713
Moema,casa,2,1,1,46.1,6710
Itaim Bibi,apto,3,1,2,61.6,7695
Moema,apto,1,1,1,70.3,7936
Pinheiros,apto,1,2,2,54.7,5279
Vila Mariana,apto,1,1,0,68.9,6599
Moema,apto,3,2,2,44.1,9098
Tatuapé,kitnet,3,1,1,61.9,6850
Tatuapé,apto,1,1,2,82.8,5734
Vila Mariana,kitnet,2,2,0,84.6,5049
Tatuapé,kitnet,3,1,1,86.6,5565
Tatuapé,kitnet,3,2,1,65.7,6417
Itaim Bibi,kitnet,2,2,0,60.6,6878
Tatuapé,apto,1,2,1,51.0,4079
Itaim Bibi,casa,3,1,1,23.9,7406
Vila Mariana,kitnet,3,2,2,33.1,6357
Itaim Bibi,casa,2,2,2,56.6,6924
Pinheiros,apto,1,1,1,57.8,6244
Pinheiros,casa,3,2,1,88.2,8659
Butantã,kitnet,1,2,0,86.3,5090
Moema,kitnet,3,1,2,46.3,8257
Tatuapé,casa,3,2,2,76.4,6867
Tatuapé,apto,2,2,2,50.5,6379
Itaim Bibi,apto,2,1,1,73.7,7831
Vila Mariana,apto,1,2,1,76.1,7143
Vila Mariana,casa,3,2,2,84.8,6546
Pinheiros,apto,1,1,2,50.1,5972
Butantã,casa,1,1,0,80.3,4390
Vila Mariana,apto,3,2,1,22.5,5189
Tatuapé,apto,3,1,1,85.9,7305
Moema,apto,2,2,1,59.5,8196
Pinheiros,apto,2,2,1,59.9,5093
Moema,kitnet,2,2,0,20.0,6572
Pinheiros,kitnet,1,1,1,52.2,5842
Vila Mariana,kitnet,2,1,0,87.1,5835
Pinheiros,casa,3,1,0,51.5,5776
Itaim Bibi,apto,2,2,0,74.3,6556
Tatuapé,kitnet,3,1,1,60.7,5351
Butantã,casa,3,1,1,81.3,6296
Moema,kitnet,3,1,1,63.8,8552
Vila Mariana,casa,3,2,0,41.4,6356
Tatuapé,casa,3,2,2,61.1,5486
Butantã,casa,3,2,1,92.0,7352
Tatuapé,apto,3,1,1,70.0,5695
Pinheiros,casa,3,1,1,57.7,6182
Vila Mariana,kitnet,3,1,1,105.1,6682
Butantã,apto,3,1,1,83.2,6995
Tatuapé,apto,3,1,2,76.3,6747
Butantã,kitnet,2,2,2,66.3,6436
Tatuapé,casa,3,1,2,74.6,5756
Pinheiros,kitnet,3,1,1,75.3,7595
Butantã,casa,2,2,1,20.0,3200
Itaim Bibi,casa,1,2,0,67.9,6148
Itaim Bibi,kitnet,3,1,1,56.8,7931
Butantã,casa,2,2,2,50.0,5710
Vila Mariana,apto,2,1,0,56.1,4180
Butantã,casa,3,2,2,28.9,4720
Vila Mariana,apto,1,1,2,23.9,4125
Butantã,casa,2,1,1,84.9,6615
Vila Mariana,kitnet,1,2,1,69.2,5227
Tatuapé,apto,1,1,2,20.0,3412
Itaim Bibi,kitnet,3,1,0,48.5,7550
Pinheiros,casa,2,1,0,77.6,6329
Pinheiros,apto,1,2,0,54.4,5746
Butantã,apto,2,2,2,84.9,5471
Pinheiros,kitnet,1,1,1,81.0,5705
Tatuapé,kitnet,3,2,0,32.9,6033
Butantã,kitnet,1,1,0,57.1,5218
Tatuapé,casa,2,2,1,51.0,5705
Moema,casa,2,1,1,32.2,7147
Moema,casa,1,1,0,30.9,3767
Tatuapé,casa,3,1,0,43.9,4057
Tatuapé,apto,2,1,2,47.2,4567
Tatuapé,apto,2,1,2,65.7,7302
Pinheiros,kitnet,2,1,0,80.9,6376
Tatuapé,casa,3,1,1,70.3,6504
Itaim Bibi,apto,1,2,0,75.0,7453
Itaim Bibi,kitnet,3,1,1,54.7,8125
Pinheiros,apto,2,1,0,72.1,6343
Itaim Bibi,casa,1,2,2,57.0,6251
Itaim Bibi,apto,2,1,2,51.2,5174
Vila Mariana,casa,3,2,2,97.9,9464
Butantã,casa,1,2,0,20.0,2807
Tatuapé,kitnet,2,2,2,22.5,2982
Moema,kitnet,2,2,1,67.7,8080
Itaim Bibi,kitnet,3,2,0,54.7,8276
Tatuapé,apto,2,1,0,31.3,4352
Tatuapé,apto,3,2,2,38.9,6560
Vila Mariana,kitnet,3,2,2,41.5,6010
Butantã,kitnet,3,2,2,77.8,6335
Butantã,apto,2,1,0,84.2,5272
Pinheiros,apto,3,1,1,92.8,8641
Itaim Bibi,casa,1,1,2,28.2,4264
Pinheiros,apto,3,2,0,32.7,6382
Moema,apto,3,1,0,31.3,7384
Butantã,kitnet,1,2,0,85.8,5986
Vila Mariana,casa,2,1,0,68.3,6417
Moema,apto,3,1,2,61.6,8999
Vila Mariana,casa,1,2,0,64.6,3240
Itaim Bibi,casa,3,2,0,58.9,9357
Moema,casa,3,2,0,37.6,7492
Tatuapé,kitnet,3,2,2,70.3,7676
Butantã,apto,1,2,1,56.3,3749
Tatuapé,casa,3,2,2,36.0,4177
Itaim Bibi,kitnet,3,1,0,71.5,9474
Pinheiros,casa,1,2,1,51.5,5003
Vila Mariana,kitnet,3,2,2,64.5,7188
Butantã,casa,2,2,2,57.5,6147
Butantã,casa,3,2,1,77.8,7353
Tatuapé,kitnet,1,2,0,64.4,5295
Moema,casa,3,1,0,42.3,7148
Vila Mariana,kitnet,2,2,1,66.4,5650
Butantã,kitnet,1,2,1,67.1,5578
Itaim Bibi,kitnet,2,1,0,70.2,7885
Vila Mariana,apto,3,2,0,80.7,5869
Tatuapé,casa,3,2,1,47.7,6765
Tatuapé,kitnet,1,2,0,73.4,2711
Moema,casa,3,2,1,25.5,7993
Butantã,apto,2,1,0,57.6,4221
Pinheiros,apto,1,2,0,54.5,6100
Vila Mariana,kitnet,2,2,0,89.0,7277
Pinheiros,apto,3,1,1,56.9,6877
Itaim Bibi,apto,1,2,0,72.2,7426
Tatuapé,kitnet,1,1,1,24.8,3074
Butantã,apto,1,2,2,53.0,5460
Tatuapé,kitnet,2,2,2,43.1,6840
Pinheiros,casa,1,2,2,109.5,6712
Moema,kitnet,3,2,2,46.7,5549
Pinheiros,casa,1,1,2,61.5,5611
Itaim Bibi,kitnet,1,1,2,62.5,6589
Itaim Bibi,kitnet,1,2,0,28.2,5444
Butantã,apto,3,1,1,49.5,4743
Moema,kitnet,3,2,2,68.1,9441
Vila Mariana,kitnet,1,1,2,61.7,4446
Pinheiros,apto,2,2,1,20.0,5861
Moema,apto,3,2,0,48.7,8071
Moema,apto,3,1,0,80.4,8366
Itaim Bibi,apto,1,1,1,71.8,7343
Itaim Bibi,casa,3,1,2,84.4,9790
Pinheiros,kitnet,3,2,1,40.3,6851
Vila Mariana,casa,3,1,0,85.6,6791
Tatuapé,apto,2,2,2,59.1,5962
Moema,casa,2,1,1,91.8,8536
Pinheiros,apto,3,2,1,60.1,8114
Butantã,kitnet,3,2,2,20.0,3930
Itaim Bibi,apto,2,1,1,77.0,7663
Tatuapé,kitnet,3,1,1,51.1,4482
Vila Mariana,casa,2,1,2,52.5,6423
Butantã,apto,3,2,1,30.9,5910
Pinheiros,kitnet,1,2,1,92.4,6754
Moema,casa,3,2,1,49.6,7304
Itaim Bibi,kitnet,2,2,2,91.5,9423
Butantã,casa,2,2,0,51.4,4835
Vila Mariana,kitnet,1,1,0,41.4,5485
Tatuapé,casa,2,1,2,86.4,7410
Vila Mariana,apto,1,2,1,58.5,6357
Pinheiros,apto,3,2,0,58.7,7248
Moema,casa,3,2,1,34.4,8891
Butantã,casa,2,2,0,50.8,5118
Itaim Bibi,kitnet,3,1,1,68.6,7874
Moema,casa,3,2,0,34.0,6580
Vila Mariana,kitnet,1,2,1,49.2,4714
Pinheiros,apto,1,1,2,51.6,5643
Vila Mariana,casa,1,1,0,61.3,5310
Pinheiros,kitnet,1,2,2,89.6,6056
Vila Mariana,apto,2,1,0,54.0,5061
Itaim Bibi,apto,2,1,1,46.2,7056
Pinheiros,kitnet,2,1,2,114.9,8763
Pinheiros,casa,1,2,2,51.3,6019
Tatuapé,kitnet,3,1,0,56.2,5381
Vila Mariana,casa,3,1,0,52.8,5094
Moema,kitnet,2,1,2,54.5,6505
Pinheiros,kitnet,1,1,2,61.6,5898
Vila Mariana,kitnet,2,1,1,78.4,6861
Moema,apto,3,2,0,68.1,8327
Itaim Bibi,casa,3,1,1,81.5,7967
Moema,apto,1,1,1,80.9,6837
Tatuapé,apto,3,2,1,64.2,7335
Tatuapé,apto,3,2,0,67.5,6361
Vila Mariana,casa,2,2,0,82.2,6535
Vila Mariana,casa,2,2,2,37.8,5113
Moema,kitnet,2,1,0,110.0,7728
Pinheiros,apto,1,1,2,49.7,5598
Itaim Bibi,casa,2,1,1,53.0,7310
Tatuapé,kitnet,1,1,1,35.8,3925
Vila Mariana,kitnet,1,2,2,36.4,5501
Moema,apto,2,1,0,79.5,7088
Vila Mariana,kitnet,2,2,2,105.4,7553
Tatuapé,apto,3,2,0,48.7,6997
Itaim Bibi,casa,2,2,1,66.9,7463
Pinheiros,casa,3,2,1,64.4,6499
Moema,kitnet,3,2,1,80.0,7489
Pinheiros,kitnet,2,1,0,104.4,7049
Moema,kitnet,3,2,2,90.4,10165
Vila Mariana,kitnet,2,2,0,55.2,5396
Moema,casa,2,2,1,70.6,8999
Moema,kitnet,1,1,1,72.6,6771
Vila Mariana,apto,1,2,1,59.6,6476
Moema,casa,2,2,1,38.1,6236
Itaim Bibi,apto,1,1,2,44.0,5827
Itaim Bibi,kitnet,2,2,2,83.0,8762
Pinheiros,kitnet,1,1,0,85.0,6437
Moema,kitnet,1,1,1,55.8,6132
Butantã,kitnet,2,2,1,65.2,5891
Tatuapé,apto,2,2,1,83.9,6489
Vila Mariana,kitnet,3,1,2,25.9,4741
Tatuapé,casa,3,1,1,51.1,5059
Pinheiros,kitnet,3,1,1,100.4,7796
Pinheiros,kitnet,1,2,0,66.0,5503
Tatuapé,casa,2,1,1,37.4,4548
Tatuapé,apto,1,2,1,62.3,4267
Itaim Bibi,casa,1,1,1,80.4,5609
Moema,casa,1,2,2,20.0,5711
Butantã,kitnet,2,1,0,63.5,4054
Moema,casa,1,1,0,52.6,6274
Itaim Bibi,casa,2,1,1,27.2,6959
Pinheiros,casa,1,2,0,61.6,4009
Pinheiros,apto,2,2,2,57.3,6299
Itaim Bibi,apto,2,1,2,59.5,7868
Butantã,apto,1,1,1,53.0,3064
Butantã,casa,1,2,1,39.6,4813
Vila Mariana,casa,3,1,0,30.9,6267
Pinheiros,kitnet,3,1,1,46.2,6456
Butantã,kitnet,1,1,2,77.2,4596
Tatuapé,apto,3,2,2,64.7,4591
Vila Mariana,apto,1,1,2,58.6,6110
Itaim Bibi,casa,3,1,1,39.2,8978
Butantã,kitnet,1,1,1,52.5,5612
Vila Mariana,apto,2,2,0,74.7,6286
Itaim Bibi,apto,1,2,2,70.1,6729
Itaim Bibi,apto,1,2,2,50.5,7684
Tatuapé,casa,2,1,1,20.0,3599
Tatuapé,kitnet,1,1,2,46.5,4478
Vila Mariana,kitnet,2,1,0,50.3,5553
Butantã,casa,1,2,0,41.9,4030
Butantã,apto,1,1,1,51.7,4975
Butantã,casa,3,2,0,76.3,7242
Itaim Bibi,casa,3,1,0,59.3,7259
Pinheiros,apto,3,1,2,79.8,7155
Moema,kitnet,1,1,1,29.8,3496
Moema,kitnet,2,2,1,53.9,7040
Butantã,apto,1,2,2,21.2,3062
Tatuapé,apto,1,2,1,51.5,4679
Tatuapé,apto,2,1,1,39.1,4004
Pinheiros,kitnet,2,2,1,85.6,7287
Itaim Bibi,casa,2,2,1,68.2,8595
Moema,apto,1,1,2,80.3,7627
Pinheiros,apto,3,2,1,51.4,7049
Butantã,apto,3,2,1,39.6,6937
Vila Mariana,casa,1,1,1,39.0,5160
Pinheiros,kitnet,1,1,0,65.3,5127
Pinheiros,apto,2,1,0,96.2,6789
Moema,apto,2,2,0,68.2,8078
Pinheiros,casa,3,1,0,52.5,6637
Butantã,kitnet,2,1,1,56.2,4090
Tatuapé,casa,1,2,2,59.4,5597
Vila Mariana,apto,1,1,2,100.5,7722
Pinheiros,apto,1,1,2,84.7,7585
Moema,kitnet,2,1,1,65.2,8490
Pinheiros,kitnet,1,2,0,62.2,7421
Butantã,kitnet,3,1,1,66.0,7364
Vila Mariana,casa,3,1,2,69.9,7469
Moema,kitnet,1,2,2,51.7,6685
Pinheiros,casa,3,1,2,43.1,5330
Pinheiros,apto,2,2,1,80.6,7328
Vila Mariana,casa,1,1,1,60.4,5628
Pinheiros,kitnet,2,2,1,79.0,7304
Itaim Bibi,casa,2,2,0,92.9,6877
Butantã,kitnet,1,2,0,70.4,4583
Butantã,kitnet,3,1,0,67.2,6231
Vila Mariana,apto,1,1,2,124.0,6599
Itaim Bibi,apto,1,2,0,64.1,6957
Tatuapé,apto,1,1,2,38.2,4191
Pinheiros,kitnet,1,1,1,54.4,6326
Pinheiros,kitnet,1,2,2,91.0,8601
Tatuapé,apto,2,2,0,34.1,3921
Moema,apto,2,2,0,45.0,6896
Pinheiros,casa,1,2,0,82.1,6536
Butantã,casa,3,2,1,54.6,6557
Itaim Bibi,kitnet,3,1,1,57.8,8364
Tatuapé,kitnet,3,1,0,81.5,7084
Butantã,apto,2,2,2,45.7,3505
Butantã,apto,3,2,2,30.6,5953
Butantã,casa,2,1,0,32.2,4357
Vila Mariana,casa,2,1,0,71.6,5761
Butantã,kitnet,1,1,2,65.2,3044
Tatuapé,casa,3,2,1,46.1,5536
Itaim Bibi,casa,1,2,2,36.8,6036
Butantã,apto,2,1,2,54.6,6580
Pinheiros,apto,3,1,2,82.3,8270
Moema,kitnet,1,2,0,43.3,5362
Pinheiros,kitnet,2,1,1,46.7,4260
Vila Mariana,apto,1,1,1,36.2,4958
Moema,kitnet,2,1,2,52.7,7736
Butantã,casa,2,2,0,66.8,5230
Butantã,casa,1,2,0,102.3,6252
Moema,kitnet,3,1,1,64.4,7652
Vila Mariana,kitnet,2,1,2,58.9,7022
Tatuapé,apto,2,2,2,77.3,6912
Butantã,apto,3,2,1,73.9,5307
Butantã,kitnet,1,1,1,48.4,2937
Vila Mariana,kitnet,2,1,0,106.0,8606
Vila Mariana,apto,3,2,2,59.5,8031
Itaim Bibi,kitnet,2,1,0,64.7,6132
Vila Mariana,casa,1,1,0,71.0,3975
Vila Mariana,casa,1,2,1,66.9,5974
Pinheiros,apto,3,1,1,90.5,7001
Moema,kitnet,3,1,1,48.2,7193
Moema,kitnet,3,2,2,75.7,8932
Tatuapé,casa,1,1,0,63.3,3926
Vila Mariana,kitnet,3,1,2,79.7,8391
Itaim Bibi,kitnet,2,2,0,55.7,8739
Itaim Bibi,kitnet,3,1,0,53.0,7107
Moema,kitnet,3,2,0,74.6,7435
Vila Mariana,kitnet,1,2,2,67.2,6426
Tatuapé,kitnet,3,2,2,43.6,7113
Itaim Bibi,kitnet,2,2,2,86.9,8485
Moema,casa,3,1,0,74.7,8620
Vila Mariana,kitnet,3,2,2,58.5,6586
Tatuapé,apto,1,1,0,50.6,3636
Moema,casa,3,1,1,67.3,7089
Moema,casa,1,1,2,73.2,7105
Moema,kitnet,1,2,0,28.1,5450
Vila Mariana,apto,1,2,0,67.5,6012
Itaim Bibi,casa,1,2,0,73.1,8514
Moema,apto,3,2,2,20.0,6989
Moema,kitnet,1,1,1,63.9,4918
Tatuapé,kitnet,2,2,0,73.9,5255
Moema,apto,2,2,1,71.6,8088
Pinheiros,kitnet,3,1,2,76.0,7943
Butantã,casa,2,1,0,53.4,4478
Pinheiros,kitnet,2,1,1,39.2,6866
Tatuapé,kitnet,3,2,0,24.0,4729
Vila Mariana,apto,2,1,0,81.8,6171
Vila Mariana,apto,3,2,1,74.1,6800
Pinheiros,casa,3,2,1,83.4,6704
Butantã,apto,3,1,1,45.5,5628
Moema,apto,1,1,0,76.1,6779
Moema,kitnet,1,1,1,29.9,4651
Itaim Bibi,kitnet,2,1,1,42.6,6743
